,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_speed,wind_direction
10328,2014.0,5.0,9.0,20.0,37.0,290.7,1009.7,0.0,1.4,0
10329,2014.0,5.0,9.0,21.0,45.0,289.8,1009.9,0.0,1.1,8
10330,2014.0,5.0,9.0,22.0,52.0,289.2,1010.4,0.0,0.8,9
10331,2014.0,5.0,9.0,23.0,56.0,288.7,1010.5,0.0,1.6,2
10332,2014.0,5.0,10.0,0.0,53.0,288.9,1010.5,0.0,0.7,4
10333,2014.0,5.0,10.0,1.0,48.0,288.1,1010.1,0.0,1.7,0
10334,2014.0,5.0,10.0,2.0,44.0,288.0,1009.9,0.0,0.0,0
10335,2014.0,5.0,10.0,3.0,40.0,287.3,1010.0,0.0,0.8,1
10336,2014.0,5.0,10.0,4.0,40.0,286.6,1010.3,0.0,0.5,1
10337,2014.0,5.0,10.0,5.0,47.0,286.9,1010.7,0.0,1.0,4
10338,2014.0,5.0,10.0,6.0,45.0,287.9,1011.0,0.0,1.2,1
10339,2014.0,5.0,10.0,7.0,45.0,288.7,1011.2,0.0,1.4,0
10340,2014.0,5.0,10.0,8.0,49.0,289.1,1011.2,0.0,2.8,4
10341,2014.0,5.0,10.0,9.0,51.0,290.1,1011.2,0.0,1.7,1
10342,2014.0,5.0,10.0,10.0,62.0,290.2,1011.6,0.0,1.6,1
10343,2014.0,5.0,10.0,11.0,72.0,290.5,1011.1,0.0,1.7,4
10344,2014.0,5.0,10.0,12.0,55.0,290.8,1011.1,0.0,1.5,1
10345,2014.0,5.0,10.0,13.0,60.0,291.8,1010.2,0.0,2.1,4
10346,2014.0,5.0,10.0,14.0,64.0,292.3,1009.7,0.0,2.0,4
10347,2014.0,5.0,10.0,15.0,68.0,292.2,1009.3,0.0,2.2,5
10348,2014.0,5.0,10.0,16.0,73.0,292.0,1009.1,0.0,1.7,5
10349,2014.0,5.0,10.0,17.0,66.0,291.6,1008.6,0.0,1.5,4
10350,2014.0,5.0,10.0,18.0,70.0,291.0,1009.0,0.0,1.2,4
10351,2014.0,5.0,10.0,19.0,65.0,289.7,1009.1,0.0,1.1,3
10352,2014.0,5.0,10.0,20.0,71.0,289.4,1010.1,0.0,0.0,2
10353,2014.0,5.0,10.0,21.0,76.0,290.2,1010.5,0.0,2.0,10
10354,2014.0,5.0,10.0,22.0,49.0,287.7,1010.9,0.1,0.5,8
10355,2014.0,5.0,10.0,23.0,45.0,286.0,1010.5,0.9,0.6,3
10356,2014.0,5.0,11.0,0.0,42.0,284.7,1009.7,1.9,1.9,4
10357,2014.0,5.0,11.0,1.0,40.0,283.7,1008.2,3.1,1.8,5
10358,2014.0,5.0,11.0,2.0,33.0,283.5,1006.9,2.0,2.1,1
10359,2014.0,5.0,11.0,3.0,36.0,283.9,1005.9,1.7,2.1,4
10360,2014.0,5.0,11.0,4.0,48.0,284.1,1005.2,1.2,0.8,4
10361,2014.0,5.0,11.0,5.0,45.0,284.0,1004.4,2.9,1.5,4
10362,2014.0,5.0,11.0,6.0,39.0,284.0,1003.9,0.8,1.5,4
10363,2014.0,5.0,11.0,7.0,32.0,284.1,1003.6,2.8,2.0,4
10364,2014.0,5.0,11.0,8.0,26.0,284.2,1003.6,3.3,1.5,1
10365,2014.0,5.0,11.0,9.0,27.0,284.2,1002.9,3.5,1.3,4
10366,2014.0,5.0,11.0,10.0,25.0,284.3,1002.0,1.5,1.4,5
10367,2014.0,5.0,11.0,11.0,21.0,284.4,1000.9,1.2,1.0,4
10368,2014.0,5.0,11.0,12.0,19.0,284.7,999.8,0.7,1.5,5
10369,2014.0,5.0,11.0,13.0,12.0,285.8,998.7,0.5,1.2,5
10370,2014.0,5.0,11.0,14.0,9.0,286.6,997.5,0.2,2.0,4
10371,2014.0,5.0,11.0,15.0,10.0,287.1,996.7,0.0,1.7,6
10372,2014.0,5.0,11.0,16.0,9.0,287.3,996.3,0.0,0.7,15
10373,2014.0,5.0,11.0,17.0,9.0,286.9,995.9,0.0,1.4,12
10374,2014.0,5.0,11.0,18.0,10.0,286.3,995.9,0.0,2.2,12
10375,2014.0,5.0,11.0,19.0,13.0,285.8,995.7,0.0,1.6,12
10376,2014.0,5.0,11.0,20.0,20.0,285.5,996.0,0.0,1.6,12
10377,2014.0,5.0,11.0,21.0,24.0,285.2,995.7,0.0,1.4,11
10378,2014.0,5.0,11.0,22.0,25.0,285.1,996.0,0.0,1.2,12
10379,2014.0,5.0,11.0,23.0,20.0,284.4,995.5,0.0,0.0,15
10380,2014.0,5.0,12.0,0.0,25.0,284.0,994.8,0.0,1.0,12
10381,2014.0,5.0,12.0,1.0,24.0,284.0,994.4,0.0,0.8,15
10382,2014.0,5.0,12.0,2.0,25.0,283.8,994.1,0.0,0.5,4
10383,2014.0,5.0,12.0,3.0,24.0,283.5,994.1,0.0,0.4,4
10384,2014.0,5.0,12.0,4.0,43.0,282.9,994.2,0.0,0.1,5
10385,2014.0,5.0,12.0,5.0,36.0,283.3,995.4,0.0,0.5,4
10386,2014.0,5.0,12.0,6.0,56.0,285.0,996.0,0.0,1.2,4
10387,2014.0,5.0,12.0,7.0,60.0,288.1,996.6,0.0,0.6,13
10388,2014.0,5.0,12.0,8.0,50.0,295.4,996.6,0.0,1.6,13
10389,2014.0,5.0,12.0,9.0,58.0,299.0,996.8,0.0,2.3,7
10390,2014.0,5.0,12.0,10.0,43.0,300.4,996.6,0.0,2.0,14
10391,2014.0,5.0,12.0,13.0,12.0,301.2,994.8,0.0,3.5,8
10392,2014.0,5.0,12.0,14.0,24.0,302.0,994.1,0.0,1.569267569146752,12
10393,2014.0,5.0,12.0,15.0,23.0,301.8,993.6,0.0,3.6,12
10394,2014.0,5.0,12.0,16.0,22.0,301.5,993.3,0.0,3.6,12
10395,2014.0,5.0,12.0,17.0,26.0,301.0,993.1,0.0,2.7,12
10396,2014.0,5.0,12.0,18.0,38.0,300.1,993.2,0.0,3.6,12
10397,2014.0,5.0,12.0,19.0,44.0,298.5,994.1,0.0,3.3,12
10398,2014.0,5.0,12.0,20.0,54.0,297.4,995.1,0.0,2.7,12
10399,2014.0,5.0,12.0,21.0,56.0,296.3,995.0,0.0,2.3,12
10400,2014.0,5.0,12.0,22.0,58.0,296.0,995.2,0.0,2.0,12
10401,2014.0,5.0,12.0,23.0,59.0,294.8,995.0,0.0,2.8,11
10402,2014.0,5.0,13.0,0.0,54.0,292.4,994.8,0.0,0.9,11
10403,2014.0,5.0,13.0,1.0,47.0,289.6,995.0,0.0,0.7,15
10404,2014.0,5.0,13.0,2.0,42.0,287.3,994.6,0.0,0.1,15
10405,2014.0,5.0,13.0,3.0,43.0,286.0,994.8,0.0,0.6,1
10406,2014.0,5.0,13.0,4.0,42.0,286.3,995.0,0.0,0.7,1
10407,2014.0,5.0,13.0,5.0,48.0,287.4,995.7,0.0,1.6,4
10408,2014.0,5.0,13.0,6.0,61.0,288.9,995.9,0.0,1.3,4
10409,2014.0,5.0,13.0,7.0,85.0,291.8,996.0,0.0,1.6,4
10410,2014.0,5.0,13.0,8.0,80.0,293.4,995.8,0.0,0.8,2
10411,2014.0,5.0,13.0,9.0,83.0,295.2,995.3,0.0,1.6,12
10412,2014.0,5.0,13.0,10.0,89.0,297.7,995.0,0.0,0.9,14
10413,2014.0,5.0,13.0,11.0,102.0,299.8,993.9,0.0,2.8,4
10414,2014.0,5.0,13.0,12.0,95.0,301.7,993.7,0.0,2.2,5
10415,2014.0,5.0,13.0,13.0,96.0,302.7,993.7,0.0,1.569267569146752,3
10416,2014.0,5.0,13.0,14.0,52.0,302.8,993.3,0.0,1.569267569146752,6
10417,2014.0,5.0,13.0,15.0,40.0,302.8,993.0,0.0,2.4,3
10418,2014.0,5.0,13.0,16.0,50.0,302.5,992.6,0.0,1.569267569146752,3
10419,2014.0,5.0,13.0,17.0,39.0,301.1,992.8,0.0,2.8,3
10420,2014.0,5.0,13.0,18.0,30.0,299.7,993.2,0.0,3.4,3
10421,2014.0,5.0,13.0,19.0,31.0,298.7,994.9,0.0,2.7,6
10422,2014.0,5.0,13.0,20.0,38.0,297.7,996.4,0.0,2.7,3
10423,2014.0,5.0,13.0,21.0,36.0,295.9,997.6,0.0,1.2,5
10424,2014.0,5.0,13.0,22.0,26.0,295.4,998.3,0.0,3.9,3
10425,2014.0,5.0,13.0,23.0,29.0,292.7,999.3,0.0,3.0,4
10426,2014.0,5.0,14.0,0.0,28.0,291.6,999.2,0.0,3.1,5
10427,2014.0,5.0,14.0,1.0,34.0,291.0,999.6,0.0,2.0,5
10428,2014.0,5.0,14.0,2.0,46.0,291.0,1000.1,0.0,3.1,3
10429,2014.0,5.0,14.0,3.0,25.0,290.3,999.9,0.0,3.1,4
10430,2014.0,5.0,14.0,4.0,31.0,289.7,1000.7,0.0,2.7,5
10431,2014.0,5.0,14.0,5.0,21.0,289.8,1001.4,0.0,2.8,5
10432,2014.0,5.0,14.0,6.0,17.0,290.7,1001.9,0.0,3.2,3
10433,2014.0,5.0,14.0,7.0,16.0,291.0,1002.3,0.0,3.1,5
10434,2014.0,5.0,14.0,8.0,15.0,290.8,1002.0,0.0,1.569267569146752,3
10435,2014.0,5.0,14.0,9.0,12.0,291.1,1002.5,0.0,3.5,6
10436,2014.0,5.0,14.0,10.0,13.0,291.1,1002.4,0.0,2.4,3
10437,2014.0,5.0,14.0,11.0,91.0,291.8,1002.0,0.0,2.1,14
10438,2014.0,5.0,14.0,12.0,13.0,293.0,1001.7,0.0,1.2,14
10439,2014.0,5.0,14.0,13.0,11.0,294.0,1000.8,0.0,2.6,6
10440,2014.0,5.0,14.0,14.0,14.0,294.3,999.8,0.0,3.0,5
10441,2014.0,5.0,14.0,15.0,11.0,294.5,998.7,0.0,0.0,14
10442,2014.0,5.0,14.0,16.0,10.0,293.6,997.8,0.0,0.6,12
10443,2014.0,5.0,14.0,17.0,10.0,296.2,997.6,0.0,1.0,11
10444,2014.0,5.0,14.0,18.0,14.0,292.9,997.6,0.0,1.2,10
10445,2014.0,5.0,14.0,19.0,22.0,290.0,998.2,0.0,0.5,15
10446,2014.0,5.0,14.0,20.0,28.0,286.8,998.2,0.0,1.1,12
10447,2014.0,5.0,14.0,21.0,27.0,287.2,998.1,0.0,0.0,15
10448,2014.0,5.0,14.0,22.0,30.0,284.6,997.7,0.0,0.5,15
10449,2014.0,5.0,14.0,23.0,27.0,283.9,997.2,0.0,0.9,1
10450,2014.0,5.0,15.0,0.0,32.0,283.3,996.4,0.0,0.1,13
10451,2014.0,5.0,15.0,1.0,56.0,283.1,995.2,0.0,1.0,1
10452,2014.0,5.0,15.0,2.0,57.0,284.4,995.1,0.0,1.4,4
10453,2014.0,5.0,15.0,3.0,60.0,283.0,995.5,0.0,0.6,0
10454,2014.0,5.0,15.0,4.0,52.0,281.7,995.8,0.0,0.1,9
10455,2014.0,5.0,15.0,5.0,41.0,282.0,996.2,0.0,0.5,14
10456,2014.0,5.0,15.0,6.0,35.0,285.2,996.2,0.0,1.8,4
10457,2014.0,5.0,15.0,7.0,39.0,288.7,996.5,0.0,0.9,4
10458,2014.0,5.0,15.0,8.0,45.0,291.6,996.6,0.0,1.3,0
10459,2014.0,5.0,15.0,9.0,43.0,294.3,996.0,0.0,0.6,3
10460,2014.0,5.0,15.0,10.0,40.0,297.0,995.6,0.0,0.7,8
10461,2014.0,5.0,15.0,11.0,42.0,298.4,994.9,0.0,2.3,12
10462,2014.0,5.0,15.0,12.0,54.0,299.7,994.1,0.0,2.6,10
10463,2014.0,5.0,15.0,13.0,72.0,300.6,993.2,0.0,2.1,8
10464,2014.0,5.0,15.0,14.0,92.0,300.8,992.5,0.0,3.3,15
10465,2014.0,5.0,15.0,15.0,104.0,300.6,992.0,0.0,2.1,11
10466,2014.0,5.0,15.0,16.0,117.0,300.7,991.9,0.0,2.1,11
10467,2014.0,5.0,15.0,17.0,123.0,300.1,991.8,0.0,1.3,12
10468,2014.0,5.0,15.0,18.0,121.0,298.8,992.0,0.0,1.4,11
10469,2014.0,5.0,15.0,19.0,95.0,297.9,993.2,0.0,0.8,0
10470,2014.0,5.0,15.0,20.0,86.0,297.7,993.7,0.0,2.2,9
10471,2014.0,5.0,15.0,21.0,122.0,294.8,994.3,0.0,0.0,9
10472,2014.0,5.0,15.0,22.0,110.0,292.0,995.2,0.0,0.9,1
10473,2014.0,5.0,15.0,23.0,111.0,294.0,996.0,0.0,1.6,0
10474,2014.0,5.0,16.0,0.0,98.0,290.8,995.5,0.0,1.2,3
10475,2014.0,5.0,16.0,1.0,78.0,290.1,996.0,0.0,0.8,3
10476,2014.0,5.0,16.0,2.0,73.0,288.7,996.2,0.0,0.5,7
10477,2014.0,5.0,16.0,3.0,158.0,287.9,996.9,0.0,0.4,2
10478,2014.0,5.0,16.0,4.0,87.0,287.1,998.9,0.0,0.5,6
10479,2014.0,5.0,16.0,5.0,94.0,286.8,1000.0,0.0,0.1,4
10480,2014.0,5.0,16.0,6.0,105.0,290.0,1001.2,0.0,1.3,4
10481,2014.0,5.0,16.0,7.0,102.0,293.8,1001.9,0.0,2.7,5
10482,2014.0,5.0,16.0,8.0,98.0,297.2,1002.3,0.0,2.1,5
10483,2014.0,5.0,16.0,9.0,77.0,298.5,1002.7,0.0,2.2,1
10484,2014.0,5.0,16.0,10.0,39.0,299.2,1002.9,0.0,1.1,0
10485,2014.0,5.0,16.0,11.0,27.0,300.4,1002.6,0.0,1.3,9
10486,2014.0,5.0,16.0,12.0,24.0,300.9,1001.9,0.0,2.4,4
10487,2014.0,5.0,16.0,13.0,24.0,301.7,1001.6,0.0,1.4,9
10488,2014.0,5.0,16.0,14.0,31.0,302.2,1001.1,0.0,1.3,9
10489,2014.0,5.0,16.0,15.0,19.0,302.3,1001.0,0.0,2.2,8
10490,2014.0,5.0,16.0,16.0,17.0,302.9,1001.0,0.0,2.1,10
10491,2014.0,5.0,16.0,17.0,14.0,300.8,1002.2,0.0,2.6,11
10492,2014.0,5.0,16.0,18.0,16.0,299.3,1003.0,0.0,1.3,11
10493,2014.0,5.0,16.0,19.0,25.0,298.6,1003.8,0.0,1.5,11
10494,2014.0,5.0,16.0,20.0,28.0,297.3,1005.2,0.0,3.2,12
10495,2014.0,5.0,16.0,21.0,50.0,295.7,1005.9,0.0,1.7,11
10496,2014.0,5.0,16.0,22.0,72.0,294.7,1006.5,0.0,1.5,11
10497,2014.0,5.0,16.0,23.0,98.0,293.0,1006.8,0.0,0.5,8
10498,2014.0,5.0,17.0,0.0,65.0,290.2,1007.1,0.0,0.6,9
10499,2014.0,5.0,17.0,1.0,59.0,288.7,1007.4,0.0,0.6,7
10500,2014.0,5.0,17.0,2.0,61.0,289.4,1007.7,0.0,0.5,1
10501,2014.0,5.0,17.0,3.0,68.0,288.5,1007.5,0.0,0.2,2
10502,2014.0,5.0,17.0,4.0,71.0,287.6,1007.9,0.0,0.1,3
10503,2014.0,5.0,17.0,5.0,68.0,287.5,1008.4,0.0,0.0,4
10504,2014.0,5.0,17.0,6.0,66.0,289.2,1009.2,0.0,0.6,13
10505,2014.0,5.0,17.0,7.0,93.0,291.6,1009.4,0.0,0.5,4
10506,2014.0,5.0,17.0,8.0,73.0,294.2,1009.2,0.0,0.2,0
10507,2014.0,5.0,17.0,9.0,79.0,296.3,1009.0,0.0,1.4,10
10508,2014.0,5.0,17.0,10.0,101.0,297.6,1008.4,0.0,1.7,11
10509,2014.0,5.0,17.0,11.0,98.0,298.7,1007.3,0.0,3.2,12
10510,2014.0,5.0,17.0,12.0,80.0,298.9,1006.6,0.0,3.8,12
10511,2014.0,5.0,17.0,13.0,70.0,300.1,1005.3,0.0,1.569267569146752,12
10512,2014.0,5.0,17.0,14.0,87.0,300.3,1004.7,0.0,3.2,11
10513,2014.0,5.0,17.0,15.0,51.0,300.0,1004.1,0.0,3.8,12
10514,2014.0,5.0,17.0,16.0,71.0,299.3,1004.1,0.0,1.9,11
10515,2014.0,5.0,17.0,17.0,59.0,298.9,1004.0,0.0,3.0,12
10516,2014.0,5.0,17.0,18.0,46.0,298.5,1004.7,0.0,2.9,12
10517,2014.0,5.0,17.0,19.0,45.0,296.6,1006.2,0.0,1.7,5
10518,2014.0,5.0,17.0,20.0,49.0,295.7,1006.8,0.0,1.2,5
10519,2014.0,5.0,17.0,21.0,62.0,294.1,1006.4,0.0,0.9,0
10520,2014.0,5.0,17.0,22.0,56.0,293.6,1005.7,0.0,0.8,1
10521,2014.0,5.0,17.0,23.0,49.0,291.7,1005.8,0.0,0.5,6
10522,2014.0,5.0,18.0,0.0,107.0,289.7,1005.6,0.0,0.5,1
10523,2014.0,5.0,18.0,1.0,58.0,289.0,1005.1,0.0,0.5,3
10524,2014.0,5.0,18.0,2.0,89.0,288.1,1004.7,0.0,0.1,0
10525,2014.0,5.0,18.0,3.0,101.0,287.2,1004.9,0.0,0.2,5
10526,2014.0,5.0,18.0,4.0,145.0,287.6,1004.9,0.0,1.0,4
10527,2014.0,5.0,18.0,5.0,160.0,288.8,1005.2,0.0,1.0,5
10528,2014.0,5.0,18.0,6.0,94.0,290.2,1005.2,0.0,0.9,3
10529,2014.0,5.0,18.0,7.0,79.0,292.4,1005.4,0.0,1.7,4
10530,2014.0,5.0,18.0,8.0,77.0,295.1,1005.6,0.0,1.3,3
10531,2014.0,5.0,18.0,9.0,75.0,296.9,1004.9,0.0,1.6,3
10532,2014.0,5.0,18.0,10.0,96.0,298.7,1004.4,0.0,1.3,9
10533,2014.0,5.0,18.0,11.0,84.0,300.2,1003.0,0.0,1.6,11
10534,2014.0,5.0,18.0,12.0,68.0,301.6,1002.3,0.0,2.0,12
10535,2014.0,5.0,18.0,13.0,103.0,302.0,1001.2,0.0,3.5,12
10536,2014.0,5.0,18.0,14.0,112.0,301.9,1000.6,0.0,2.4,12
10537,2014.0,5.0,18.0,15.0,87.0,301.8,999.6,0.0,3.2,15
10538,2014.0,5.0,18.0,16.0,84.0,301.6,998.7,0.0,3.3,12
10539,2014.0,5.0,18.0,17.0,94.0,301.0,998.7,0.0,3.3,12
10540,2014.0,5.0,18.0,18.0,114.0,300.5,999.3,0.0,2.8,11
10541,2014.0,5.0,18.0,19.0,143.0,299.9,1000.4,0.0,1.9,11
10542,2014.0,5.0,18.0,20.0,157.0,299.6,1000.7,0.0,1.7,11
10543,2014.0,5.0,18.0,21.0,134.0,299.1,1000.8,0.0,1.8,11
10544,2014.0,5.0,18.0,22.0,115.0,298.3,1000.5,0.0,1.6,10
10545,2014.0,5.0,18.0,23.0,109.0,297.7,1000.8,0.0,1.5,15
10546,2014.0,5.0,19.0,0.0,107.0,295.6,1001.1,0.0,2.7,4
10547,2014.0,5.0,19.0,1.0,99.0,293.5,1001.3,0.0,2.0,4
10548,2014.0,5.0,19.0,2.0,79.0,292.8,1001.7,0.0,1.5,1
10549,2014.0,5.0,19.0,3.0,64.0,291.0,1002.0,7.0,0.6,4
10550,2014.0,5.0,19.0,4.0,75.0,290.8,1000.9,0.1,0.9,0
10551,2014.0,5.0,19.0,5.0,79.0,290.9,1001.2,0.0,0.8,6
10552,2014.0,5.0,19.0,6.0,82.0,291.0,1001.1,0.0,0.4,3
10553,2014.0,5.0,19.0,7.0,77.0,292.0,1001.1,0.0,0.4,1
10554,2014.0,5.0,19.0,8.0,70.0,293.7,1001.1,0.0,1.0,15
10555,2014.0,5.0,19.0,9.0,78.0,295.5,1000.3,0.0,1.5,15
10556,2014.0,5.0,19.0,10.0,82.0,297.4,999.8,0.0,1.6,11
10557,2014.0,5.0,19.0,11.0,111.0,298.3,999.2,0.0,1.2,4
10558,2014.0,5.0,19.0,12.0,153.0,299.3,997.9,0.0,1.6,2
10559,2014.0,5.0,19.0,13.0,157.0,300.3,997.1,0.0,1.4,11
10560,2014.0,5.0,19.0,14.0,172.0,300.9,996.7,0.0,2.2,8
10561,2014.0,5.0,19.0,15.0,186.0,301.3,996.1,0.0,2.4,12
10562,2014.0,5.0,19.0,16.0,154.0,301.3,995.9,0.0,2.6,12
10563,2014.0,5.0,19.0,17.0,137.0,300.8,996.0,0.0,2.4,12
10564,2014.0,5.0,19.0,18.0,102.0,299.2,996.5,0.0,1.0,12
10565,2014.0,5.0,19.0,19.0,100.0,296.5,996.8,0.0,0.2,12
10566,2014.0,5.0,19.0,20.0,100.0,294.1,997.3,0.0,0.0,3
10567,2014.0,5.0,19.0,21.0,110.0,293.2,997.3,0.0,0.1,1
10568,2014.0,5.0,19.0,22.0,132.0,293.7,997.4,0.0,0.9,4
10569,2014.0,5.0,19.0,23.0,156.0,294.5,998.1,0.0,1.5,3
10570,2014.0,5.0,20.0,0.0,183.0,294.2,997.6,0.0,1.3,5
10575,2014.0,5.0,20.0,5.0,191.0,291.1,999.0,0.0,0.0,5
10576,2014.0,5.0,20.0,6.0,137.0,292.7,999.6,0.0,1.4,1
10577,2014.0,5.0,20.0,7.0,102.0,295.0,1000.1,0.0,1.7,4
10578,2014.0,5.0,20.0,8.0,80.0,297.7,1000.3,0.0,2.4,4
10579,2014.0,5.0,20.0,9.0,38.0,299.8,1000.3,0.0,2.5,4
10580,2014.0,5.0,20.0,10.0,62.0,301.1,999.5,0.0,1.6,1
10581,2014.0,5.0,20.0,11.0,66.0,302.4,998.9,0.0,1.8,1
10582,2014.0,5.0,20.0,12.0,50.0,303.8,998.4,0.0,1.9,4
10583,2014.0,5.0,20.0,13.0,17.0,304.7,997.8,0.0,1.2,8
10584,2014.0,5.0,20.0,14.0,15.0,304.9,997.1,0.0,3.0,15
10585,2014.0,5.0,20.0,15.0,20.0,304.9,996.7,0.0,3.2,12
10586,2014.0,5.0,20.0,16.0,26.0,304.3,996.6,0.0,3.9,12
10587,2014.0,5.0,20.0,17.0,26.0,303.5,996.7,0.0,3.2,12
10588,2014.0,5.0,20.0,18.0,25.0,301.7,997.3,0.0,1.9,12
10589,2014.0,5.0,20.0,19.0,24.0,300.4,997.9,0.0,1.7,11
10590,2014.0,5.0,20.0,20.0,38.0,299.6,998.7,0.0,1.4,11
10591,2014.0,5.0,20.0,21.0,78.0,297.7,1000.0,0.0,1.5,8
10592,2014.0,5.0,20.0,22.0,130.0,296.5,1000.2,0.0,1.5,10
10593,2014.0,5.0,20.0,23.0,123.0,295.5,1000.2,0.0,0.8,4
10594,2014.0,5.0,21.0,0.0,114.0,293.5,1001.4,0.0,1.4,1
10595,2014.0,5.0,21.0,1.0,95.0,292.2,999.9,0.0,0.9,0
10596,2014.0,5.0,21.0,2.0,87.8,291.8,1000.4,0.0,0.6,5
10597,2014.0,5.0,21.0,3.0,84.6,290.5,1000.6,0.0,0.1,4
10598,2014.0,5.0,21.0,4.0,85.0,290.2,1000.9,0.0,0.4,1
10599,2014.0,5.0,21.0,5.0,85.6,290.5,1001.6,0.0,1.7,4
10600,2014.0,5.0,21.0,6.0,86.0,292.4,1002.1,0.0,0.9,4
10601,2014.0,5.0,21.0,7.0,78.0,293.9,1002.2,0.0,1.0,14
10602,2014.0,5.0,21.0,8.0,85.0,296.1,1002.0,0.0,1.0,1
10603,2014.0,5.0,21.0,9.0,89.0,297.3,1001.6,0.0,0.9,11
10604,2014.0,5.0,21.0,10.0,101.0,298.7,1001.0,0.0,1.3,11
10605,2014.0,5.0,21.0,11.0,101.0,300.5,1000.3,0.0,2.0,12
10606,2014.0,5.0,21.0,12.0,100.0,301.7,999.5,0.0,2.3,12
10607,2014.0,5.0,21.0,13.0,106.0,303.0,998.5,0.0,2.2,11
10608,2014.0,5.0,21.0,14.0,125.0,303.6,998.0,0.0,1.7,8
10609,2014.0,5.0,21.0,15.0,126.0,303.7,997.4,0.0,3.1,12
10610,2014.0,5.0,21.0,16.0,128.0,303.0,997.3,0.0,3.3,12
10611,2014.0,5.0,21.0,17.0,125.0,302.5,997.4,0.0,2.5,12
10612,2014.0,5.0,21.0,18.0,132.0,301.6,998.1,0.0,1.7,12
10613,2014.0,5.0,21.0,19.0,137.0,299.5,998.1,0.0,1.2,11
10614,2014.0,5.0,21.0,20.0,141.0,297.3,999.2,0.0,0.0,0
10615,2014.0,5.0,21.0,21.0,154.0,296.3,999.7,0.0,0.6,14
10616,2014.0,5.0,21.0,22.0,167.0,294.8,999.4,0.0,0.0,10
10617,2014.0,5.0,21.0,23.0,174.0,293.7,999.2,0.0,0.0,9
10618,2014.0,5.0,22.0,0.0,150.0,293.1,999.4,0.0,0.0,9
10619,2014.0,5.0,22.0,1.0,147.0,292.8,999.4,0.0,0.0,8
10620,2014.0,5.0,22.0,2.0,153.0,292.3,999.3,0.0,0.4,9
10621,2014.0,5.0,22.0,3.0,191.0,292.1,999.6,0.0,0.4,2
10622,2014.0,5.0,22.0,4.0,180.0,292.0,999.8,0.0,1.2,4
10624,2014.0,5.0,22.0,6.0,200.0,293.7,1001.1,0.0,1.1,4
10631,2014.0,5.0,22.0,13.0,173.0,306.6,999.7,0.0,3.1,12
10632,2014.0,5.0,22.0,14.0,82.0,306.5,999.4,0.0,3.4,12
10633,2014.0,5.0,22.0,15.0,71.0,306.5,999.1,0.0,3.9,15
10634,2014.0,5.0,22.0,16.0,63.0,306.0,999.1,0.0,1.569267569146752,12
10635,2014.0,5.0,22.0,17.0,62.0,305.2,999.3,0.0,3.4,12
10636,2014.0,5.0,22.0,18.0,49.0,304.1,999.7,0.0,2.6,12
10637,2014.0,5.0,22.0,19.0,42.0,303.0,1000.3,0.0,2.4,12
10638,2014.0,5.0,22.0,20.0,59.0,301.2,1001.5,0.0,1.1,15
10639,2014.0,5.0,22.0,21.0,63.0,299.6,1002.1,0.0,1.4,12
10640,2014.0,5.0,22.0,22.0,67.0,300.2,1002.6,0.0,1.9,12
10641,2014.0,5.0,22.0,23.0,69.0,299.7,1002.8,0.0,2.1,12
10642,2014.0,5.0,23.0,0.0,71.0,298.5,1003.3,0.0,1.1,12
10643,2014.0,5.0,23.0,1.0,76.0,295.5,1003.8,0.0,0.2,8
10644,2014.0,5.0,23.0,2.0,81.0,296.4,1004.0,0.0,1.6,15
10645,2014.0,5.0,23.0,3.0,87.0,294.0,1004.1,0.0,0.0,8
10646,2014.0,5.0,23.0,4.0,90.0,292.5,1004.3,0.0,0.0,8
10647,2014.0,5.0,23.0,5.0,97.0,292.8,1004.8,0.0,0.9,15
10648,2014.0,5.0,23.0,6.0,112.0,295.0,1005.0,0.0,1.2,13
10649,2014.0,5.0,23.0,7.0,114.0,298.5,1005.6,0.0,1.9,12
10650,2014.0,5.0,23.0,8.0,114.0,300.1,1005.4,0.0,0.9,13
10651,2014.0,5.0,23.0,9.0,117.0,303.0,1005.3,0.0,1.6,12
10652,2014.0,5.0,23.0,10.0,120.0,304.3,1005.0,0.0,3.5,15
10653,2014.0,5.0,23.0,11.0,104.0,305.2,1004.7,0.0,3.0,12
10654,2014.0,5.0,23.0,12.0,94.0,304.3,1004.3,0.0,3.5,12
10655,2014.0,5.0,23.0,13.0,84.0,305.2,1003.8,0.0,2.2,11
10656,2014.0,5.0,23.0,14.0,73.0,305.3,1003.4,0.0,3.1,12
10657,2014.0,5.0,23.0,15.0,63.0,304.3,1002.8,0.0,3.1,12
10658,2014.0,5.0,23.0,16.0,57.0,303.8,1002.7,0.0,3.6,15
10659,2014.0,5.0,23.0,17.0,59.0,303.1,1002.7,0.0,1.8,15
10660,2014.0,5.0,23.0,18.0,54.0,302.4,1002.8,0.0,1.3,12
10661,2014.0,5.0,23.0,19.0,58.0,300.0,1003.0,0.0,0.0,12
10662,2014.0,5.0,23.0,20.0,67.0,299.1,1003.3,0.0,1.1,10
10663,2014.0,5.0,23.0,21.0,78.0,300.3,1003.4,0.0,0.1,2
10664,2014.0,5.0,23.0,22.0,86.0,299.0,1003.0,0.0,0.1,9
10665,2014.0,5.0,23.0,23.0,94.0,299.8,1002.6,0.0,1.9,10
